N,P,K,temperature,humidity,ph,rainfall,label
80.47,9.51,50.78,25.13,85.35,6.88,53.69,watermelon
35.4,78.57,21.1,33.35,67.1,6.17,72.36,blackgram
115.31,83.2,50.18,27.89,82.49,6.46,92.21,banana
70.62,40.22,44.44,23.08,89.31,6.22,190.97,jute
95.94,22.98,33.87,23.25,52.73,6.12,192.16,coffee
28.5,20.87,28.87,29.55,99.7,5.76,160.07,coconut
129.5,38.2,20.12,24.23,76.61,6.35,66.55,cotton
20.05,36.26,15.35,28.41,50.95,8.87,32.23,mothbeans
27.01,72.25,78.01,19.14,14.58,6.85,95.25,chickpea
23.39,58.54,16.74,28.41,80.91,6.63,53.76,mungbean
37.47,61.37,48.76,43.61,93.33,6.96,82.3,papaya
38.72,46.17,20.02,25.97,51.77,7.74,58.8,mothbeans
103.85,42.14,23.69,22.58,83.76,6.55,80.41,cotton
24.55,57.45,23.1,28.75,87.3,6.36,56.02,mungbean
90.79,12.67,49.4,28.54,93.36,6.39,22.51,muskmelon
111.48,71.41,48.69,27.53,80.6,6.23,100.65,banana
11.66,123.86,203.55,22.35,94.45,6.44,101.34,apple
90.87,54.74,35.91,23.46,80.23,6.32,233.22,rice
93.1,16.71,53.4,27.97,94.19,6.1,28.38,muskmelon
64.67,57.26,40.94,24.75,83.16,6.25,192.08,rice
18.44,55.72,23.3,29.13,81.05,6.84,56.78,mungbean
90.84,17.83,45.32,24.23,82.74,6.2,43.48,watermelon
101.49,38.52,24.17,25.68,75.78,7.42,103.95,cotton
24.73,65.25,87.6,18.54,17.43,7.26,72.38,chickpea
107.14,13.56,54.46,25.33,85.99,6.48,53.99,watermelon
40.42,70.66,24.26,15.19,21.34,5.84,125.04,kidneybeans
90.59,10.25,52.08,25.1,85.55,6.1,52.08,watermelon
34.39,28.52,27.02,26.55,92.4,6.04,222.32,coconut
35.7,56.97,18.31,20.98,69.88,6.39,66.98,lentil
26.16,132.49,196.8,31.43,82.26,6.36,66.17,grapes
30.55,22.2,8.23,23.64,90.74,6.68,117.62,orange
64.43,56.16,16.27,21.18,70.95,5.72,71.46,maize
64.96,48.06,42.7,21.51,82.49,5.63,188.0,rice
66.25,52.9,21.59,18.22,59.44,5.85,93.59,maize
45.56,76.7,81.82,19.06,16.93,7.5,70.59,chickpea
96.72,44.65,44.61,26.34,80.78,5.6,193.69,rice
23.11,43.98,23.24,30.57,51.93,5.75,41.32,mothbeans
62.88,48.85,44.69,23.66,82.52,6.54,234.73,rice
101.25,17.08,52.91,25.74,87.81,6.19,40.75,watermelon
38.46,15.67,30.13,25.73,95.51,5.72,195.01,coconut
88.1,48.99,15.1,20.61,65.35,5.63,77.53,maize
89.52,37.07,21.03,19.96,62.79,5.93,77.78,maize
12.79,76.7,23.81,22.2,60.83,6.72,54.35,lentil
52.87,71.16,21.47,26.28,66.5,7.47,74.12,blackgram
77.01,35.56,17.69,22.33,67.67,5.89,66.97,maize
87.46,40.32,36.36,20.1,81.4,6.38,227.5,rice
83.14,59.69,38.72,24.83,76.49,6.27,157.16,jute
24.82,15.5,31.13,28.81,95.46,6.44,224.17,coconut
18.56,37.97,24.81,25.72,41.68,7.31,58.25,mothbeans
22.22,25.62,30.05,29.58,96.28,6.76,153.35,coconut
8.24,9.83,39.65,24.6,94.32,6.21,121.12,pomegranate
90.11,38.97,23.81,24.97,55.58,6.74,66.44,maize
37.99,59.87,80.52,18.66,18.97,7.7,95.77,chickpea
94.8,14.73,52.25,24.63,88.85,6.62,46.43,watermelon
21.25,66.47,22.33,29.53,56.91,4.74,194.66,pigeonpeas
112.53,19.32,54.26,26.73,85.12,6.36,46.98,watermelon
20.73,56.82,21.27,21.04,68.04,6.82,74.37,lentil
114.35,6.9,50.66,27.43,93.52,6.91,24.35,muskmelon
93.75,55.43,37.58,21.2,82.67,6.89,246.58,rice
96.26,33.26,34.65,27.05,68.81,6.21,153.56,coffee
2.28,69.69,23.4,18.21,60.49,6.57,69.58,lentil
29.03,70.42,15.4,28.26,64.69,6.22,74.85,blackgram
94.65,14.02,51.06,28.1,94.52,6.5,24.65,muskmelon
73.95,58.24,23.31,25.72,57.49,6.6,106.92,maize
21.35,67.97,16.79,36.44,34.53,5.71,171.17,pigeonpeas
98.5,38.76,40.94,22.67,83.88,6.76,279.25,rice
23.11,56.65,17.89,27.74,55.48,6.13,44.24,mothbeans
82.2,15.1,53.91,29.41,90.92,6.3,27.17,muskmelon
115.21,18.32,54.58,29.6,90.01,6.38,28.19,muskmelon
16.73,147.33,204.93,11.61,80.93,6.45,74.58,grapes
37.9,16.5,37.68,22.14,92.21,6.94,144.67,pomegranate
108.86,6.32,53.46,26.2,86.11,6.82,46.06,watermelon
92.48,55.33,41.43,24.83,87.29,7.39,151.19,jute
109.23,56.22,16.39,26.64,83.88,6.45,97.33,cotton
113.79,51.23,23.83,23.47,83.4,5.74,70.75,cotton
58.66,78.62,18.35,30.71,69.1,6.01,73.11,blackgram
22.64,14.23,35.4,20.82,91.49,6.7,133.72,pomegranate
45.86,79.35,23.47,15.24,24.29,5.89,130.23,kidneybeans
50.21,58.19,87.39,20.13,18.25,5.61,77.13,chickpea
69.69,61.39,50.42,38.84,94.2,6.81,43.47,papaya
49.04,75.44,78.2,19.02,19.04,7.7,86.69,chickpea
100.21,16.22,46.39,24.76,87.32,6.16,45.27,watermelon
94.36,5.68,53.46,29.73,94.1,6.13,29.98,muskmelon
73.41,55.07,15.05,20.67,62.96,6.31,105.99,maize
116.51,20.06,30.43,26.18,60.44,6.65,159.6,coffee
18.32,41.42,22.52,28.54,83.21,6.6,64.89,mungbean
20.44,65.4,82.22,17.08,15.56,7.78,70.48,chickpea
34.04,65.05,54.15,38.65,94.11,6.22,95.35,papaya
107.17,27.19,25.41,26.28,66.84,7.08,191.5,coffee
85.19,49.27,38.56,26.91,82.42,5.86,193.81,rice
105.07,15.91,51.79,28.41,91.94,6.38,26.4,muskmelon
79.6,49.42,39.93,21.37,82.89,5.92,184.82,rice
81.0,49.99,40.67,25.62,76.15,6.19,188.04,jute
100.37,42.81,16.74,26.71,77.54,6.02,84.42,cotton
34.86,73.45,20.21,19.3,44.84,7.26,154.29,pigeonpeas
41.41,70.88,16.96,27.12,60.41,6.48,70.6,blackgram
86.11,6.24,51.42,28.42,94.54,6.36,22.87,muskmelon
30.53,23.64,27.46,28.64,97.48,6.1,158.94,coconut
74.61,58.77,42.32,24.19,80.62,5.73,188.74,rice
13.58,13.38,5.42,24.96,94.27,6.57,114.8,orange
30.48,28.43,33.41,27.37,48.67,5.09,77.89,mango
10.48,37.04,33.92,29.16,51.14,4.72,75.66,mango
96.67,16.36,47.27,27.66,90.81,6.37,28.47,muskmelon
93.63,58.74,36.47,26.49,81.97,5.89,235.26,rice
33.53,135.76,197.08,22.1,92.78,6.24,105.5,apple
28.96,58.22,19.31,27.36,85.12,6.35,49.37,mungbean
59.96,59.13,49.48,28.8,92.51,6.34,198.97,papaya
99.29,87.57,45.68,25.97,77.15,6.24,95.67,banana
25.58,69.23,23.68,30.83,67.18,6.56,65.92,blackgram
104.29,12.15,53.66,27.1,93.22,6.76,27.59,muskmelon
9.24,121.4,202.05,23.4,92.17,6.43,114.76,apple
7.7,13.9,26.7,25.53,99.07,7.0,154.77,coconut
38.46,65.28,52.74,25.2,92.32,6.77,110.84,papaya
28.57,55.73,19.81,30.59,34.74,5.37,133.76,pigeonpeas
85.13,49.56,44.87,26.55,78.22,6.56,164.84,jute
7.82,120.33,197.42,22.72,91.16,6.01,122.2,apple
12.01,135.93,199.08,21.1,90.66,6.32,124.9,apple
68.07,39.09,16.64,24.52,68.3,6.28,77.94,maize
36.37,55.49,23.88,27.6,82.84,6.29,49.43,mungbean
33.49,122.0,204.42,23.95,90.44,5.79,109.31,apple
23.84,57.69,15.17,28.91,62.7,6.82,74.98,lentil
0.37,144.24,196.76,28.61,81.35,6.09,68.16,grapes
63.28,52.52,35.73,25.75,82.82,5.62,191.84,rice
102.09,14.91,48.23,25.44,86.17,6.4,42.98,watermelon
19.36,77.44,24.08,19.05,69.36,6.83,68.74,lentil
24.87,123.85,197.65,23.34,91.64,5.99,123.53,apple
37.74,121.26,200.03,27.86,83.68,5.55,70.73,grapes
29.47,74.51,79.12,20.29,16.54,7.5,68.82,chickpea
97.01,39.51,20.68,25.32,55.68,6.55,74.87,maize
92.82,88.61,54.71,27.19,83.61,6.07,94.72,banana
20.15,61.17,22.41,18.16,18.71,5.68,84.34,kidneybeans
17.19,21.04,13.18,10.14,94.96,6.27,109.4,orange
4.67,21.83,27.1,32.01,54.08,4.76,88.81,mango
100.67,30.24,32.24,23.13,61.41,7.33,150.87,coffee
36.25,58.39,47.3,38.36,92.64,6.41,96.45,papaya
17.75,137.13,200.27,9.3,82.46,6.33,66.58,grapes
4.97,126.43,195.64,27.53,82.49,6.01,73.17,grapes
17.65,13.47,27.93,26.06,92.66,5.64,171.22,coconut
121.07,48.45,22.81,24.52,79.82,7.44,93.61,cotton
73.91,42.02,40.43,20.99,83.21,5.61,296.48,rice
30.77,61.72,18.68,35.01,56.66,6.86,139.98,pigeonpeas
34.28,70.87,16.86,32.49,65.46,6.31,67.92,blackgram
55.8,70.92,84.21,17.27,17.11,5.95,94.5,chickpea
20.48,68.18,20.62,20.05,61.98,6.32,62.8,lentil
38.32,64.95,18.03,15.66,19.6,5.62,103.57,kidneybeans
5.38,144.42,201.06,23.8,91.7,5.61,112.66,apple
21.62,11.87,44.45,22.72,85.65,6.47,115.81,pomegranate
37.36,16.5,41.58,23.77,91.48,6.97,137.13,pomegranate
78.69,52.62,38.09,24.26,71.21,7.03,178.39,jute
107.27,19.9,47.32,28.87,92.3,6.04,20.14,muskmelon
30.3,59.03,15.84,18.36,36.63,7.17,116.57,pigeonpeas
98.04,48.46,41.72,23.4,77.61,7.15,185.35,jute
67.48,48.55,37.82,24.29,77.03,6.09,199.3,jute
9.44,33.26,25.4,28.04,45.07,4.88,62.76,mango
37.2,13.18,41.61,24.32,85.99,6.23,136.9,pomegranate
18.6,56.18,15.62,26.68,41.68,9.74,61.76,mothbeans
21.38,66.15,23.17,33.85,60.87,6.81,74.13,blackgram
94.71,43.45,38.76,20.66,82.31,5.55,236.01,rice
12.93,68.6,20.52,22.28,64.47,6.97,56.32,lentil
39.28,73.94,17.82,28.18,69.25,6.08,69.86,blackgram
29.32,51.47,24.32,30.57,54.17,7.7,65.43,mothbeans
9.66,135.29,198.8,23.25,83.92,5.85,69.52,grapes
114.95,6.13,47.47,26.09,84.09,6.88,44.47,watermelon
32.96,40.1,19.69,29.4,81.8,6.11,62.09,mungbean
130.07,46.24,21.13,27.51,80.13,6.45,92.25,cotton
33.11,68.25,52.07,29.25,91.95,6.74,166.31,papaya
93.72,8.63,48.99,24.06,87.72,6.17,40.66,watermelon
30.89,26.83,31.18,32.02,53.94,5.74,93.67,mango
108.59,93.44,54.12,29.73,77.45,5.63,99.07,banana
20.01,67.78,15.47,17.76,22.95,5.53,135.54,kidneybeans
27.88,44.07,23.79,29.18,81.13,6.41,62.16,mungbean
89.61,6.51,47.6,27.53,90.14,6.91,20.08,muskmelon
36.68,14.87,26.8,26.43,94.55,5.94,161.02,coconut
36.3,75.69,22.65,20.74,24.69,5.6,69.83,kidneybeans
13.13,6.69,43.7,22.45,86.65,6.43,117.93,pomegranate
31.76,66.16,22.27,31.93,69.87,6.34,71.62,blackgram
55.19,71.22,23.99,31.24,61.31,6.46,67.02,blackgram
107.6,18.26,47.07,26.75,88.15,6.98,53.2,watermelon
81.88,86.71,53.63,25.81,83.12,6.35,117.43,banana
33.04,9.55,38.98,20.22,89.67,6.29,148.27,pomegranate
89.62,25.16,33.66,27.69,69.85,7.44,150.3,coffee
42.94,53.53,51.62,32.27,94.06,6.16,205.89,papaya
77.81,43.65,39.51,25.99,88.04,6.07,176.21,jute
2.18,13.24,29.62,26.02,93.01,5.8,209.68,coconut
34.77,10.94,5.81,25.68,91.68,7.01,100.64,orange
8.61,23.05,33.11,27.06,97.46,6.11,201.05,coconut
115.03,17.02,54.43,24.3,82.65,6.5,52.7,watermelon
37.75,140.8,204.4,22.22,93.0,6.48,116.05,apple
63.64,46.25,48.97,30.14,91.42,6.91,197.69,papaya
87.45,12.28,53.3,29.85,93.17,6.35,26.03,muskmelon
119.37,5.3,51.99,27.76,90.2,6.4,29.35,muskmelon
118.28,45.27,20.55,23.95,75.52,7.38,69.33,cotton
6.58,144.12,202.92,12.32,81.59,5.67,67.55,grapes
79.68,55.56,39.06,26.94,85.41,7.45,175.72,jute
88.2,40.12,43.95,26.71,89.52,7.41,163.59,jute
9.11,137.52,198.71,23.26,82.15,5.7,66.56,grapes
6.23,61.09,23.42,20.51,60.73,6.7,57.08,lentil
81.88,56.92,39.03,20.94,80.12,6.63,253.96,rice
26.56,21.38,26.27,27.64,48.05,4.89,66.96,mango
39.36,62.31,17.95,22.25,65.65,6.25,72.46,lentil
3.64,134.22,196.94,20.83,93.31,6.41,110.09,apple
20.31,38.46,24.83,27.75,80.73,6.66,54.88,mungbean
37.44,8.42,29.88,26.29,97.55,6.58,152.68,coconut
89.43,37.58,44.03,23.54,83.31,5.98,285.88,rice
93.4,59.61,20.26,19.37,60.45,5.53,105.71,maize
8.01,20.28,31.88,29.42,49.39,6.46,91.36,mango
36.07,18.89,35.09,18.53,87.5,6.67,144.97,pomegranate
128.91,59.1,24.31,28.1,80.2,5.91,87.26,cotton
37.45,78.52,16.75,28.5,67.37,6.25,47.02,lentil
109.44,7.28,54.12,29.68,93.27,6.67,20.05,muskmelon
12.72,18.85,12.31,11.06,90.06,6.69,102.64,orange
6.81,129.48,199.24,18.52,81.12,6.47,66.53,grapes
38.71,45.99,17.78,30.39,48.16,5.42,35.46,mothbeans
101.42,36.45,25.58,25.63,60.79,7.29,154.88,coffee
55.54,70.07,23.27,24.84,20.02,5.98,95.05,kidneybeans
25.02,55.42,22.7,23.07,18.84,5.63,61.58,kidneybeans
90.5,76.04,49.83,29.43,78.78,6.25,92.9,banana
95.32,17.53,54.67,25.32,83.93,6.85,46.4,watermelon
33.45,60.39,16.2,28.22,61.57,6.97,70.28,lentil
5.43,79.44,24.64,19.96,62.99,6.1,53.15,lentil
109.87,29.07,25.83,23.93,54.39,6.39,178.27,coffee
35.03,75.08,20.18,20.67,56.85,6.36,171.65,pigeonpeas
42.45,56.24,53.06,25.56,91.46,6.68,106.25,papaya
67.54,52.92,51.54,23.76,91.21,6.77,151.02,papaya
32.33,11.59,5.04,22.39,90.5,7.13,105.52,orange
9.24,57.43,17.56,27.66,81.38,6.86,52.5,mungbean
79.55,54.26,21.83,21.57,60.47,7.0,81.31,maize
108.22,7.86,50.53,27.76,94.78,6.03,22.0,muskmelon
28.2,26.27,26.01,34.78,45.31,6.68,65.55,mango
87.18,52.56,38.59,22.06,83.24,6.72,282.58,rice
42.94,63.54,21.48,25.68,68.97,6.18,68.28,blackgram
87.82,57.38,40.12,23.72,80.43,6.17,243.78,rice
73.4,53.59,16.61,24.54,71.64,6.26,60.32,maize
9.87,133.5,195.22,29.78,81.66,5.77,67.07,grapes
31.47,67.74,18.0,19.82,62.85,6.38,67.69,lentil
88.35,44.77,43.41,25.71,83.96,6.8,194.26,jute
118.65,51.36,16.03,24.03,84.19,6.84,60.67,cotton
110.33,31.27,26.78,23.26,63.66,6.38,174.98,coffee
85.9,71.83,53.12,28.76,82.53,6.22,110.08,banana
26.43,38.77,32.3,27.57,53.84,6.66,77.73,mango
85.84,9.34,48.1,25.57,86.64,6.38,50.79,watermelon
6.0,7.25,10.63,12.84,90.69,6.45,105.63,orange
97.94,14.39,46.46,24.57,88.59,6.26,45.7,watermelon
12.56,48.45,23.4,31.92,62.24,5.88,33.78,mothbeans
37.66,71.48,17.11,34.4,65.44,5.09,171.12,pigeonpeas
109.4,46.06,16.55,26.77,77.51,6.17,83.56,cotton
137.09,58.3,20.13,24.45,79.6,5.87,91.82,cotton
14.73,130.92,204.59,21.78,93.78,6.25,106.64,apple
24.92,68.97,18.43,22.29,22.57,5.92,122.32,kidneybeans
133.8,50.05,19.54,25.26,79.97,5.58,104.64,cotton
34.68,33.67,33.58,32.44,46.31,6.24,68.24,mango
88.31,57.43,43.87,25.46,82.57,5.63,200.75,rice
38.36,135.07,204.17,22.83,93.61,5.59,105.5,apple
33.85,133.57,199.24,13.33,81.71,6.04,65.23,grapes
34.35,132.11,202.02,22.23,94.26,5.82,113.09,apple
31.0,70.98,18.41,34.98,62.64,6.42,74.31,blackgram
29.14,8.0,38.71,21.51,92.25,6.11,123.29,pomegranate
47.71,57.28,51.82,24.23,91.64,6.08,55.41,papaya
97.28,37.56,24.37,23.5,56.36,5.95,95.41,maize
11.14,28.58,33.84,25.42,95.17,5.84,176.97,coconut
16.94,27.87,26.71,34.29,53.53,5.14,79.66,mango
6.93,130.23,199.08,21.39,93.82,5.6,108.78,apple
10.53,136.69,199.11,40.22,80.51,6.47,67.31,grapes
27.19,25.28,6.09,16.27,94.47,7.07,112.79,orange
18.38,14.43,40.57,23.2,87.8,6.56,108.97,pomegranate
31.94,78.2,24.29,24.5,51.11,5.13,199.52,pigeonpeas
32.31,8.7,35.63,18.92,93.59,6.63,116.39,pomegranate
82.14,93.44,50.3,28.07,79.82,5.59,113.04,banana
115.8,94.3,53.59,25.55,84.47,5.92,90.28,banana
23.08,49.1,20.0,24.56,42.25,7.35,40.34,mothbeans
35.44,79.17,21.97,25.83,68.63,6.72,65.69,blackgram
10.77,39.97,22.83,29.73,83.7,6.75,62.42,mungbean
59.7,78.18,83.1,20.37,17.13,7.37,68.56,chickpea
56.51,70.26,20.46,27.5,63.43,7.28,70.59,blackgram
108.79,35.85,28.95,25.82,54.55,6.93,150.61,coffee
102.24,38.03,24.3,26.41,82.96,6.17,89.63,cotton
23.43,39.4,30.32,36.96,45.83,4.98,77.63,mango
54.56,57.76,49.34,35.05,91.17,6.94,163.65,papaya
18.16,25.03,12.72,32.99,92.67,6.15,111.77,orange
116.83,55.82,15.19,22.9,84.91,6.06,108.78,cotton
18.4,14.1,36.88,23.63,94.67,6.27,127.27,pomegranate
32.14,149.87,197.53,22.85,82.08,5.79,65.15,grapes
119.96,85.19,49.05,26.13,77.57,5.98,101.02,banana
84.8,48.34,23.94,24.31,58.03,5.97,72.42,maize
5.45,11.26,30.43,29.0,90.36,6.98,180.94,coconut
14.99,48.75,15.51,27.41,60.81,8.66,35.09,mothbeans
7.79,35.4,33.03,32.35,47.98,6.1,71.53,mango
11.8,33.34,33.71,29.12,45.98,6.74,74.0,mango
6.37,133.06,199.02,22.3,92.92,6.25,112.75,apple
90.67,15.74,48.94,29.03,92.38,6.99,27.29,muskmelon
23.14,77.78,20.54,20.09,63.79,6.84,64.33,lentil
27.98,11.18,36.38,22.66,90.25,6.64,120.21,pomegranate
81.99,76.71,51.54,27.67,84.44,5.9,110.82,banana
3.63,140.02,197.83,22.56,93.04,5.65,105.17,apple
5.8,9.43,13.63,19.82,90.02,6.41,111.95,orange
36.22,69.0,45.38,43.51,90.02,6.87,104.54,papaya
5.43,58.64,21.97,25.71,67.83,6.94,65.76,lentil
127.96,46.41,20.31,23.17,76.4,6.67,109.25,cotton
80.34,20.42,33.27,26.35,67.89,6.09,179.85,coffee
2.34,19.01,25.85,29.52,99.07,6.55,223.36,coconut
5.86,58.99,22.9,25.4,60.45,6.62,54.27,lentil
26.23,139.25,197.09,20.12,92.17,6.07,121.92,apple
100.15,14.69,54.73,27.17,92.87,6.86,24.81,muskmelon
47.32,78.31,20.76,26.26,65.82,7.15,69.06,blackgram
54.32,71.67,19.35,34.53,67.19,7.4,70.28,blackgram
36.28,72.13,16.1,23.49,42.39,5.25,146.65,pigeonpeas
55.48,71.15,79.29,20.26,19.17,8.04,101.76,chickpea
78.28,45.37,37.73,20.39,83.46,6.72,297.97,rice
128.96,39.65,24.1,28.62,76.64,7.24,73.61,cotton
31.79,70.33,21.38,22.6,58.56,4.77,111.92,pigeonpeas
58.32,68.24,17.42,20.01,22.76,5.54,84.72,kidneybeans
68.52,35.78,21.52,20.95,72.29,6.21,108.41,maize
86.43,94.46,46.59,27.44,78.64,6.14,93.87,banana
88.26,54.01,40.23,26.7,86.5,7.27,183.65,jute
14.06,9.18,5.33,19.64,94.52,6.36,104.13,orange
37.68,61.33,45.54,28.89,90.75,6.58,178.97,papaya
8.7,13.36,34.6,27.6,94.01,6.28,210.11,coconut
15.55,41.01,15.95,26.52,42.42,4.63,69.43,mothbeans
94.62,43.77,36.17,21.0,83.05,6.43,193.73,rice
16.91,135.51,198.7,33.19,83.14,6.26,72.23,grapes
5.07,59.46,19.93,18.98,61.96,6.94,74.29,lentil
55.32,46.26,51.09,25.36,94.15,6.36,99.13,papaya
58.22,55.46,77.94,17.03,17.88,8.19,74.74,chickpea
37.61,58.69,79.92,18.74,14.53,6.16,88.93,chickpea
23.0,146.7,201.51,21.9,94.27,5.97,121.72,apple
90.61,15.32,52.92,24.92,80.36,6.93,45.18,watermelon
93.19,42.92,36.69,23.9,83.74,6.54,248.13,rice
61.16,63.12,45.6,34.79,90.65,6.97,210.4,papaya
5.49,58.81,18.29,28.99,87.52,6.81,63.64,mungbean
64.34,54.79,36.71,23.15,73.71,7.15,170.26,jute
66.68,56.7,47.75,25.12,90.02,6.53,62.5,papaya
38.72,18.72,36.67,18.85,85.85,6.91,113.71,pomegranate
27.95,127.72,200.64,22.13,90.69,6.09,107.87,apple
95.01,43.68,40.62,24.73,79.18,7.45,164.81,jute
28.36,58.26,17.04,32.69,64.26,6.85,65.21,blackgram
87.21,36.8,15.31,20.06,64.25,6.8,96.36,maize
20.61,16.62,40.62,21.87,86.15,6.13,128.83,pomegranate
39.06,63.17,18.54,27.61,67.64,7.13,101.28,pigeonpeas
97.36,9.17,53.7,28.81,93.07,6.53,20.92,muskmelon
0.01,57.88,23.44,29.23,81.68,6.12,41.69,mungbean
31.3,61.98,19.05,34.99,60.55,6.87,65.83,blackgram
94.9,48.12,35.22,25.87,72.2,7.18,158.41,jute
1.46,9.66,32.47,26.63,96.68,6.58,192.31,coconut
53.76,61.56,19.22,25.4,64.49,6.87,70.71,blackgram
139.93,39.54,16.2,23.15,81.61,6.82,102.4,cotton
90.58,12.71,50.73,26.78,86.45,6.41,53.96,watermelon
21.38,78.52,20.07,25.78,62.44,7.01,126.54,pigeonpeas
109.89,77.79,48.06,29.19,75.72,6.38,97.7,banana
5.6,130.45,198.9,22.05,94.65,6.37,103.36,apple
28.18,122.98,204.09,20.86,91.02,5.68,100.35,apple
15.01,70.67,16.46,27.88,62.35,6.65,57.16,lentil
65.2,50.35,54.72,25.14,90.51,6.11,160.36,papaya
4.97,56.88,24.71,27.53,87.22,6.04,50.14,mungbean
87.87,58.06,22.07,19.22,66.53,6.41,81.21,maize
26.06,63.13,22.13,33.52,37.26,5.61,189.21,pigeonpeas
89.02,30.36,25.28,27.66,60.46,6.06,167.12,coffee
18.0,23.61,9.67,15.7,91.0,6.64,115.11,orange
12.64,15.94,43.75,24.57,93.05,6.85,129.77,pomegranate
18.65,39.75,22.02,28.67,83.59,6.91,40.52,mungbean
81.07,26.65,25.58,23.93,61.21,7.3,194.14,coffee
78.9,50.46,38.69,23.24,82.99,5.56,211.28,rice
27.39,60.3,17.39,21.38,64.11,6.23,45.59,lentil
35.82,26.66,33.9,26.35,90.35,5.89,165.08,coconut
98.28,25.0,30.93,25.46,56.07,6.84,183.47,coffee
25.16,62.45,22.8,29.72,62.27,6.25,68.33,blackgram
27.1,56.3,15.32,26.04,33.38,6.32,186.91,pigeonpeas
6.85,140.03,201.09,29.88,80.35,6.39,68.89,grapes
93.45,9.35,50.41,24.07,80.8,6.42,54.14,watermelon
4.79,15.42,5.73,12.47,92.08,6.46,118.51,orange
62.89,43.96,36.16,26.04,82.49,6.0,189.37,rice
52.28,66.49,20.47,19.33,18.31,5.58,100.1,kidneybeans
37.47,73.24,86.48,17.64,17.66,5.91,95.06,chickpea
105.67,32.92,30.83,23.72,58.91,6.53,174.78,coffee
116.55,79.21,48.73,26.92,83.37,6.15,108.43,banana
19.45,26.57,32.85,36.04,50.54,4.95,78.71,mango
103.54,13.35,51.56,28.49,90.16,6.61,27.16,muskmelon
9.09,14.74,11.06,28.88,94.51,7.37,115.53,orange
93.46,55.36,41.45,24.46,76.08,6.01,191.68,jute
72.18,35.89,44.36,25.34,75.96,6.22,191.48,jute
115.55,8.6,47.8,27.16,93.98,6.42,22.29,muskmelon
31.86,53.49,21.46,27.47,85.47,6.09,49.43,mungbean
117.5,56.4,16.67,24.12,79.45,6.92,78.79,cotton
37.5,142.1,199.58,22.28,93.46,6.09,121.97,apple
115.7,20.68,30.53,26.22,53.37,7.46,174.41,coffee
15.73,48.61,16.6,29.07,81.68,6.31,52.58,mungbean
14.75,74.24,23.11,22.8,69.47,6.41,68.16,lentil
80.4,19.06,51.28,27.97,91.23,6.01,22.35,muskmelon
81.48,49.82,20.8,18.73,72.55,5.9,66.48,maize
20.04,79.54,15.97,21.64,66.38,6.35,72.85,lentil
39.25,17.96,34.28,27.04,99.99,6.37,143.8,coconut
20.48,78.91,86.06,18.41,15.78,6.55,95.99,chickpea
46.74,71.97,18.62,20.94,18.07,5.82,142.2,kidneybeans
95.54,27.58,32.69,27.39,52.08,6.58,188.81,coffee
80.94,80.75,53.75,26.51,75.95,6.26,108.18,banana
7.31,55.64,17.86,31.42,64.25,7.16,31.44,mothbeans
109.02,8.45,45.01,26.15,81.71,6.1,43.56,watermelon
82.68,70.7,47.45,29.41,79.16,6.22,117.55,banana
43.06,63.55,23.1,27.38,62.24,6.76,67.61,blackgram
117.53,17.84,32.05,27.25,69.09,6.32,175.2,coffee
20.31,69.57,17.53,26.55,68.3,5.7,182.38,pigeonpeas
68.69,59.61,43.42,26.16,76.6,6.8,156.86,jute
26.18,65.99,20.1,27.59,63.16,6.13,68.03,blackgram
8.8,131.66,203.66,32.63,81.62,5.71,68.56,grapes
10.15,126.84,195.12,12.43,81.24,5.62,74.86,grapes
69.52,61.61,51.81,22.84,93.03,6.48,62.21,papaya
7.93,15.23,31.27,30.48,54.73,4.98,73.83,mango
17.2,49.92,25.0,30.16,49.95,8.8,32.68,mothbeans
98.44,41.05,41.72,25.33,80.95,6.59,224.66,rice
50.47,64.66,20.11,19.92,22.04,5.93,148.27,kidneybeans
12.53,133.87,198.9,37.36,83.72,5.8,73.64,grapes
108.08,15.81,52.28,24.0,89.54,6.81,53.56,watermelon
33.27,27.4,9.15,10.44,94.31,6.26,112.44,orange
109.55,57.94,15.78,25.42,80.32,7.3,109.88,cotton
52.9,76.44,24.17,19.31,20.23,5.79,93.41,kidneybeans
28.09,56.71,22.84,23.43,47.31,6.56,126.57,pigeonpeas
33.13,72.72,15.08,22.14,56.47,5.95,90.58,pigeonpeas
57.08,56.51,89.02,18.41,14.61,6.96,75.27,chickpea
33.1,19.52,43.9,22.2,90.3,6.03,116.1,pomegranate
26.83,145.42,195.1,21.7,83.63,6.24,70.43,grapes
34.21,21.88,26.7,25.95,99.27,5.55,181.63,coconut
105.5,83.92,52.38,26.68,82.65,5.93,104.53,banana
11.79,13.57,42.45,20.65,88.03,6.46,141.81,pomegranate
80.95,49.67,42.45,23.02,80.51,5.93,224.12,rice
112.11,76.17,54.0,29.55,84.43,6.02,110.31,banana
84.37,79.93,48.37,27.85,83.61,5.58,92.18,banana
86.59,87.23,50.15,26.0,78.2,6.09,92.17,banana
109.14,45.58,20.57,29.11,78.26,5.77,84.46,cotton
117.31,14.07,51.59,25.21,89.09,6.64,51.54,watermelon
7.87,40.94,18.0,28.93,86.01,6.7,49.06,mungbean
28.53,31.49,31.25,30.11,48.78,4.76,88.76,mango
2.43,11.2,40.47,21.05,92.49,6.83,139.71,pomegranate
